id,nombre,partidos_jugados,partidos_titular,goles,asistencias,tarjeta_amarilla,edad,altura,valor,rating,posicion
1875,A. Parra,31,25,4,5,5,27,181.0,111450.0,48,MP
1876,Josu Gallastegi,33,22,6,1,7,22,175.0,131440.0,43,MP
1877,Antton Fruniz,30,20,2,0,4,22,175.0,36550.0,42,Mediocentro
1878,Néstor Lucas,33,28,1,1,6,21,176.0,15350.0,40,Mediocentro
1879,Ibon Badiola,34,25,2,2,2,19,178.0,49370.0,39,Mediocentro
1880,A. Ortega,18,10,0,0,4,31,182.0,53180.0,44,MP
1882,Xabier Garzon,19,2,0,0,0,21,180.7863970154841,21000.0,37,MP
1883,Mikel Arzalluz,28,27,8,4,1,29,185.0,126190.0,50,Delantero Centro
1884,Kepa Vieites,29,11,2,0,4,24,176.0,111110.0,42,Extremo Derecho
1885,Arruabarrena,25,9,5,0,6,23,180.69165003580775,58590.0,41,Delantero Centro
1886,Aimar Peña,14,5,1,0,2,20,180.83540344389758,17930.0,41,Delantero Centro
1887,Hodei Oleaga,21,21,22,0,0,27,198.0,57070.0,44,Portero
1888,Diego Carrio,14,13,15,0,2,29,181.0,61560.0,46,Portero
1890,D. Niwa,31,31,2,0,2,38,180.0,16000.0,47,Defensa Central
1891,Huete,32,27,0,2,12,28,180.0,187270.0,53,Defensa Central
1892,Beñat Garro,29,28,0,0,3,27,186.0,78890.0,48,Defensa Central
1893,Sillero,17,17,2,3,9,26,177.0,113200.0,45,Defensa Central
1894,Leiza,30,26,0,0,9,27,181.0,55300.0,44,Lateral Izquierdo
1895,G. Alfaro,26,17,1,2,7,24,180.64086684561227,44550.0,47,Lateral Derecho
1896,Lander Arenal,22,13,0,1,4,19,180.8859415635024,29610.0,40,Lateral Derecho
1897,Asier Santamaría,21,11,0,0,1,20,180.83591435377292,22850.0,40,Defensa Central
1898,Íñigo Ariztimuño,9,2,0,0,0,20,183.0,296.29,37,Lateral Izquierdo
1899,Diego Lamadrid,32,31,3,0,9,24,185.0,91520.0,41,Mediocentro
1900,M. Escobar,31,22,1,2,8,22,187.0,83450.0,45,Mediocentro
1901,Baqué,28,9,0,0,1,27,188.0,130800.0,47,Mediocentro
1904,J. Trincado,27,9,1,0,1,24,177.0,13600.0,35,Mediocentro
1905,Alex Valiño,31,25,14,0,4,26,185.0,94960.0,43,Delantero Centro
1906,Álvaro García,34,26,6,1,3,24,192.0,68330.0,49,Delantero Centro
1907,Gabriel,28,21,1,2,5,24,184.0,123160.0,47,Extremo Derecho
1908,Álvaro Iglesias,26,15,2,3,4,26,180.54053931782565,28400.0,39,Delantero Centro
1909,I. Estrecha,16,3,0,0,0,21,180.78428783932992,688.89,37,Delantero Centro
1910,R. Villanueva,13,6,1,1,0,24,180.63636523116162,1200.0,29,Delantero Centro
1911,Diego García,28,28,27,0,4,29,176.0,200520.0,58,Portero
1912,Pablo Brea,10,9,11,0,0,23,190.0,31100.0,32,Portero
1915,Álvaro Ramón,35,33,2,2,9,24,170.0,356580.0,57,Lateral Izquierdo
1916,Germán Novoa,36,36,0,0,10,27,180.513085601736,239020.0,59,Defensa Central
1917,Jordán,37,34,0,1,5,33,172.0,89550.0,56,Lateral Derecho
1918,Javi Moreno,31,27,1,0,10,24,180.6479427396992,112690.0,48,Defensa Central
1919,Pol Bueso,20,10,0,0,5,39,185.0,16149.999999999998,54,Defensa Central
1920,T. Berardozzi,12,4,0,0,0,21,176.0,22220.0,38,Lateral Izquierdo
1921,Lucas Sena,11,0,0,0,2,23,174.0,29000.0,26,Lateral Derecho
1922,Luis Chacón,36,34,10,4,0,24,174.0,381590.0,53,MP
1923,V. Esquerdo,31,29,2,2,6,25,180.0,194850.0,52,Mediocentro
1924,Vitra,30,23,0,0,3,29,187.0,240240.0,55,Mediocentro Defensivo
1925,Curro,3,3,0,0,0,24,183.0,194020.0,54,Mediocentro
1926,Álex Cardero,20,13,1,2,4,20,174.0,250230.0,48,MP
1927,Tiago Rodríguez,34,15,0,2,7,24,180.0,208190.0,52,Mediocentro
1928,Marino,16,12,0,0,0,23,176.0,79770.0,43,MP
1929,M. Romay,25,3,1,0,3,33,184.0,31570.0,46,Mediocentro
1931,Pibe,36,34,6,7,6,28,177.0,307840.0,57,Extremo Izquierdo
1932,C. Santos,13,6,4,0,4,36,184.0,118980.0,52,Delantero Centro
1933,Iván Ramos,34,13,2,1,6,22,181.0,36380.0,41,Delantero Centro
1934,Markitos,20,10,0,3,1,25,172.0,263400.0,52,Extremo Derecho
1935,Ángel Fraga,33,33,49,0,4,28,186.0,45380.0,49,Portero
1938,Eneko,30,28,4,1,9,33,173.0,99640.0,52,Lateral Derecho
1939,K. Mahugo,33,30,2,0,3,26,180.54855188001744,105560.0,51,Defensa Central
1940,M. Isla,29,27,1,0,4,27,192.0,143400.0,51,Defensa Central
1941,Endika Irigoyen,27,26,2,1,8,27,176.0,135480.0,49,Lateral Izquierdo
1942,O. Ayerdi,16,11,0,0,4,24,186.0,101650.0,47,Defensa Central
1943,Perdi,25,4,0,1,1,23,180.68965104899863,39340.0,42,Lateral Derecho
1944,D. Rodríguez,3,3,1,0,2,20,185.0,847.23,35,Defensa Central
1945,Albin,31,24,2,1,4,22,177.0,79460.0,46,MP
1946,Rúper,28,18,0,0,10,37,182.0,63530.0,48,Mediocentro
1947,Bengoa,26,18,1,0,9,29,176.0,166470.0,48,MP
1948,Cristian,16,10,0,0,1,27,182.0,72950.0,48,Mediocentro
1950,U. Ardanaz,32,18,0,1,5,21,184.0,40430.0,41,Mediocentro
1952,Gorka Laborda,29,21,3,0,8,35,180.0,74170.0,51,Delantero Centro
1953,I. Martínez,14,11,4,0,2,26,177.0,170090.0,47,Extremo Izquierdo
1954,Madariaga,29,22,2,2,9,25,186.0,165430.0,47,Delantero Centro
1955,Javi Gómez,27,23,4,2,5,25,177.0,215280.0,45,Extremo Derecho
1956,M. Arbeloa,24,16,2,1,4,23,180.6934132979386,75570.0,44,Extremo Izquierdo
1957,José Hualde,25,16,1,0,7,26,169.0,47530.0,44,Extremo Izquierdo
1959,Mauri,30,7,2,1,1,23,176.0,41710.0,42,Extremo Izquierdo
1960,M. Aldave,25,25,31,0,1,23,180.68732807056122,16970.0,38,Portero
1962,Tasio,9,9,16,0,0,21,180.7868923488389,25770.0,42,Portero
1963,Iker Ezcurra,28,21,1,0,3,32,180.2463408284003,45280.0,50,Defensa Central
1964,Alex Mendoza,31,30,1,0,7,20,180.83675652431953,30960.0,40,Defensa Central
1965,Galeano,31,24,1,0,6,25,180.59275450948073,56230.0,46,Lateral Izquierdo
1966,Mario Adot,23,21,1,0,2,23,180.68813181902368,24710.0,44,Defensa Central
1967,I. Balda,13,7,0,0,2,21,180.78955074168636,51370.0,46,Lateral Izquierdo
1968,Lander Mañeru,22,16,0,0,4,19,180.8838595019168,9560.0,39,Lateral Derecho
1969,Alejandro Tierno,24,19,0,0,2,20,180.8341697834668,6050.0,40,Lateral Derecho
1970,Ander Meler,14,6,0,0,1,19,180.88409730346447,11850.0,40,Lateral Izquierdo
1971,Morillas,29,26,0,0,13,30,180.34527893055025,48050.0,47,Mediocentro
1972,Alex Gómez,29,14,4,1,5,21,180.78984254183877,54180.0,39,MP
1973,Aimar Martiarena,30,23,1,0,8,20,180.83435150954034,7800.0,41,Mediocentro
1974,Aitor Albizu,9,3,0,0,0,22,180.7374404319366,24550.0,40,Mediocentro
1975,Lalinde,23,6,0,0,1,27,180.49240621299998,39880.0,41,Mediocentro
1977,Iriguibel,32,28,3,0,4,34,175.0,52630.0,50,Delantero Centro
1978,E. Ezcurra,28,22,8,1,6,26,180.54461309717743,67630.0,46,Delantero Centro
1979,Jesús Sayes,13,8,0,2,2,25,180.59173268973,46390.0,46,Delantero Centro
1980,M. Olcoz,30,15,2,2,2,23,180.6907808659588,50220.0,41,Delantero Centro
1981,Bicho,15,7,1,0,1,23,176.0,63790.0,42,Delantero Centro
1982,Iñaki Alberca,32,12,1,1,3,20,180.83450519787684,9280.0,41,Extremo Izquierdo
1983,Aitor Ekiza,28,28,40,0,1,22,184.0,67070.0,45,Portero
1984,Mikel Ojer,4,4,4,0,0,21,180.78493697628744,6940.0,39,Portero
1985,Biesa,27,27,0,0,8,28,180.44568018720102,64910.0,52,Defensa Central
1986,Iñigo Morte,30,29,0,0,5,24,191.0,78620.0,47,Defensa Central
1987,Álvaro Aldave,24,22,0,1,4,28,163.0,92570.0,48,Lateral Derecho
1988,B. Aizpun,9,4,0,0,2,27,185.0,97690.0,46,Lateral Derecho
1989,A. Goñi,16,14,0,0,3,31,180.29396717708943,28920.0,46,Lateral Izquierdo
1990,A. Gil,15,6,0,0,1,25,180.58956236119437,25490.0,45,Defensa Central
1991,J. Ursúa,24,13,0,0,5,26,180.5409069237116,31940.0,44,Lateral Derecho
1992,Asier Pérez,17,17,0,0,5,20,187.0,17830.0,40,Defensa Central
1994,Eloi Goñi,15,12,0,0,4,20,180.8354782111964,18650.0,37,Defensa Central
1995,Mario,30,25,1,1,4,24,180.64151586730355,50800.0,47,Mediocentro
1996,A. Cubillas,31,25,2,0,3,21,180.7887116864439,43290.0,41,MP
1997,Cisneros,17,15,0,0,9,35,180.09510342138407,13870.0,45,Mediocentro
1998,C. Soroa,24,16,1,0,7,26,180.5435736240367,57620.0,45,Mediocentro
1999,J. J. Losantos,23,11,4,1,2,25,175.0,21170.0,42,MP
2000,I. Telletxea,30,20,2,1,9,22,182.0,33100.0,40,MP
2004,P. Lizárraga,6,0,0,0,0,22,180.7350364555921,1400.0,35,Portero
2005,Unai Ayensa,23,9,2,0,1,21,180.78679162067243,24800.0,36,Mediocentro
2007,Jorge Pérez,13,10,1,1,0,25,180.6013662484979,139160.0,49,Extremo Izquierdo
2008,G. Arano,29,21,1,1,6,24,180.64297798336966,64879.99999999999,47,Extremo Derecho
2009,Martin Pedroarena,28,16,5,1,3,20,183.0,20130.0,40,Delantero Centro
2010,Jaime Dios,17,12,1,0,7,26,180.0,97540.0,48,Extremo Derecho
2011,I. Araque,11,2,0,0,1,24,180.64054077711458,41410.0,44,Extremo Izquierdo
2013,Saralegui,7,0,0,0,1,21,180.78563999658343,13710.0,39,Delantero Centro
2014,Toño Ramírez,19,19,28,0,4,37,191.0,71970.0,48,Portero
2015,Víctor Pradas,15,15,32,0,2,25,188.0,39850.0,40,Portero
2017,D. Hernández,11,11,0,0,3,24,181.0,88980.0,46,Lateral Derecho
2018,Viti,32,31,0,0,12,25,184.0,114830.0,51,Defensa Central
2019,Juan,31,28,0,0,6,25,180.59017399923624,31380.0,45,Defensa Central
2020,I. Ochoa,31,26,2,1,10,24,184.0,23590.0,43,Defensa Central
2021,Nika,18,15,0,0,4,28,180.4421702778946,31110.0,43,Defensa Central
2022,Loza,23,14,1,0,3,29,178.0,46020.0,48,Lateral Izquierdo
2023,Branco,10,4,0,0,2,31,180.2926244810145,15990.0,44,Defensa Central
2024,Viguera,5,3,1,0,0,26,182.0,18120.0,39,Defensa Central
2025,Mikel Cordoba,24,16,0,0,5,22,175.0,31280.0,37,Portero
2026,Izán Flaño,7,0,0,0,0,22,180.0,30940.0,42,Lateral Derecho
2027,Miguel,33,28,1,0,3,32,181.0,37580.0,47,Mediocentro
2028,Alex Merino,29,25,0,1,12,22,180.0,92460.0,44,Mediocentro
2029,Pepe Blanco,19,11,0,2,2,24,181.0,102540.0,42,Mediocentro
2030,Diego Parrado,11,4,1,0,0,21,165.0,2750.0,30,MP
2031,H. Morras,8,0,0,0,1,18,180.93229582967663,1000.0,25,Mediocentro
2033,M. Pérez,33,26,6,0,3,20,180.83632349704712,26790.0,43,Portero
2034,Marcos Sotelo,16,14,5,0,2,19,180.8855781113553,26110.0,45,Delantero Centro
2035,Aitor Lorá,29,16,3,0,1,27,173.0,54440.0,47,Delantero Centro
2036,Rojo,31,17,1,0,6,31,180.29426624628476,31800.0,44,Extremo Derecho
2037,Ivan Villoslada,33,24,1,0,6,22,180.0,54130.0,40,Extremo Derecho
2038,Orodea,18,9,0,0,1,30,181.0,38460.0,44,Delantero Centro
2041,I. Lecumberri,21,21,32,0,4,24,180.6380526875589,17450.0,41,Portero
2042,Adrián Tabuenca,4,4,15,0,0,19,180.88348566542263,5960.0,40,Portero
2044,Hugo Terés,33,32,1,0,7,21,180.0,38090.0,47,Defensa Central
2045,H. Iriarte,26,23,1,0,11,25,180.59054160512218,34920.0,47,Defensa Central
2046,Ibai,32,30,0,0,10,24,175.0,48480.0,47,Lateral Derecho
2047,Oier Retegui,24,20,1,1,2,23,180.69178191701542,59860.0,47,Defensa Central
2048,Terés,28,20,0,0,10,24,184.0,23640.0,45,Defensa Central
2049,P. Grande,31,27,0,0,5,22,188.0,20440.0,41,Defensa Central
2050,X. Olague,25,12,0,0,5,26,183.0,22220.0,43,Lateral Izquierdo
2052,Miguel Díaz,32,25,6,0,3,30,185.0,111370.0,47,MP
2053,Pablo López,20,17,2,0,11,27,191.0,21750.0,40,Mediocentro
2054,Sergio López,31,19,2,0,6,23,189.0,33850.0,39,Mediocentro
2055,Ander Astrain,32,18,0,1,5,23,180.6880996275478,24400.0,41,Mediocentro
2056,E. Marro,4,0,0,0,0,25,173.0,25000.0,40,Mediocentro
2057,I. Lara,8,1,0,0,1,24,180.63824791328366,19330.0,37,Mediocentro
2059,A. Roncal,32,22,1,0,3,23,180.69109862697883,53280.0,45,Extremo Derecho
2060,P. Palacios,29,18,3,0,4,24,190.0,31450.0,42,Extremo Derecho
2061,Fermín García,30,22,3,1,4,20,180.83739931540256,37150.0,40,Delantero Centro
2062,Arellano,22,4,1,0,1,29,180.39329157695002,35410.0,44,Delantero Centro
2063,Satrústegui,25,16,1,0,7,23,177.0,28300.0,40,Delantero Centro
2064,Iñigo Burusco,10,4,2,0,0,21,184.0,28260.0,38,Extremo Izquierdo
2065,J. Lairla,18,16,22,0,1,23,186.0,21950.0,39,Portero
2066,Rubén Cebollada,18,18,34,0,1,22,190.0,17760.0,35,Portero
2067,Javier Marcén,17,16,0,1,5,24,169.0,121000.0,51,Lateral Izquierdo
2068,Álvaro Martín,32,32,2,0,13,24,180.0,88450.0,46,Defensa Central
2069,Carlos Cirac,15,12,1,0,7,22,182.0,23540.0,44,Defensa Central
2070,Adrián Beamonte,32,28,0,0,8,20,183.0,335.0,45,Defensa Central
2071,J. Almerge,31,30,0,2,8,23,181.0,58250.0,44,Lateral Derecho
2072,Pablo Bernárdez,15,11,0,0,5,22,182.0,35700.0,45,Defensa Central
2074,Manu Cardiel,11,11,0,0,0,20,177.0,545.45,34,Lateral Derecho
2076,Hugo Gómez,12,4,0,0,2,20,173.0,352.27,38,Defensa Central
2078,Pepo,34,34,2,0,4,25,184.0,129060.0,51,Mediocentro
2079,Álex Vela,33,30,1,2,7,23,173.0,52550.0,43,MP
2080,Álvaro Lahoz,27,24,0,0,5,20,180.0,28070.0,41,Mediocentro
2081,Toño Jimenez,31,22,0,1,7,36,183.0,13480.0,45,Mediocentro
2082,Mario,24,20,0,3,5,23,180.0,50850.0,40,MP
2083,Comeras,10,7,2,0,3,24,180.64127391201706,48470.0,38,Mediocentro
2088,D. Martínez,6,1,0,0,0,21,184.0,36890.0,39,Mediocentro
2092,Éder Díez,26,22,5,0,3,36,187.0,76400.0,50,Delantero Centro
2093,Paul,26,14,2,0,2,23,187.0,21600.0,42,Delantero Centro
2094,M. Enseñat,30,12,0,0,3,19,181.0,15270.0,44,Delantero Centro
2095,Sami Haouam,12,4,0,0,1,23,180.6856696903357,1000.0,25,Delantero Centro
2097,Carlos Abad,34,34,27,0,2,29,193.0,163450.0,53,Portero
2099,Josema Gómez,28,28,3,0,8,32,194.0,196440.0,57,Defensa Central
2100,Samu Vázquez,33,33,1,4,5,23,180.0,160590.0,51,Lateral Derecho
2101,R. Nolan,23,22,1,0,4,25,188.0,188090.0,51,Defensa Central
2102,A. Candelas,29,28,1,1,5,29,170.0,229840.0,53,Lateral Izquierdo
2103,Juanmi García,22,21,3,0,6,22,187.0,196440.0,51,Defensa Central
2104,Retu,8,4,0,0,2,22,186.0,151530.0,43,Lateral Izquierdo
2106,Jorge Galvañ,9,0,0,0,1,21,180.78447798814736,2520.0,34,Lateral Izquierdo
2107,Roger,33,32,3,4,10,26,176.0,226700.0,55,Mediocentro
2108,C. De La Nava,29,25,5,1,3,31,187.0,231210.0,54,MP
2109,José Artiles,19,14,0,2,3,31,169.0,216560.0,52,MP
2110,C. Mangada,31,22,1,2,6,23,190.0,131250.0,46,Mediocentro
2111,Miguel Marí,12,10,0,0,1,27,185.0,349560.0,53,Mediocentro
2112,Marcos Mendes,29,20,13,0,5,31,178.0,181820.0,53,Delantero Centro
2113,Ketu,30,23,4,2,6,27,176.0,215650.0,53,Extremo Derecho
2114,Javi Moreno,16,12,2,1,2,27,175.0,123430.0,50,Extremo Derecho
2115,Alvarito,31,17,6,1,5,26,170.0,219640.0,52,Extremo Izquierdo
2116,A. Coscia,23,8,6,0,3,27,180.0,161010.0,48,Delantero Centro
2117,Nico,20,8,1,1,2,23,175.0,55710.0,39,Extremo Derecho
2118,Richie,13,1,1,0,1,22,180.7409534565471,58380.0,37,Delantero Centro
2119,D. Lorenzo,10,3,0,0,0,22,186.0,49210.0,41,Delantero Centro
2120,Pau Torres,14,14,19,0,3,37,183.0,13110.0,54,Portero
2123,Cano,27,24,8,0,2,36,184.0,22200.0,54,Defensa Central
2124,Castell,32,28,1,1,3,29,181.0,86690.0,51,Lateral Izquierdo
2125,A. Campeny,33,33,0,0,8,27,180.49796080024257,93370.0,52,Defensa Central
2126,Mario Domingo,34,33,3,1,5,28,180.4499284235834,105820.0,52,Lateral Izquierdo
2127,Marc Vales,21,13,1,0,5,34,184.0,134160.0,53,Defensa Central
2128,Manel Lozano,30,7,1,1,2,21,180.78801905049497,36620.0,39,Lateral Derecho
2129,Santi Borikó,13,5,1,0,1,21,180.78644789878473,21490.0,40,Defensa Central
2130,I. Bravo,9,0,0,0,1,23,176.0,41530.0,39,Lateral Izquierdo
2133,Alex Pla,24,22,6,8,5,32,180.2520335274588,100100.0,54,Mediocentro
2134,Adrià Gené,34,26,11,3,3,25,181.0,147350.0,49,MP
2135,Pau López,33,31,0,1,7,28,180.45125969687655,118640.0,49,Mediocentro
2136,Noel,20,17,1,0,8,29,187.0,122110.0,48,Mediocentro
2137,Bermu,27,17,0,2,7,27,180.50105014349305,123120.0,47,Mediocentro
2139,A. Vilamitjana,16,3,2,0,5,22,180.73807283867257,30640.0,32,MP
2141,Javi Eslava,30,24,9,5,5,28,190.0,113870.0,51,Extremo Derecho
2142,Aliaga,33,29,2,9,2,26,180.54809393031206,101150.0,46,Extremo Derecho
2143,P. Servetti,31,28,11,1,5,28,180.0,178680.0,51,Delantero Centro
2144,Albert Marti,5,0,0,1,1,26,165.0,132570.0,50,Extremo Izquierdo
2145,A. Ghailan,8,0,1,1,2,23,180.6869646184141,13470.0,35,Delantero Centro
2147,M. Makuemimo,10,0,1,0,0,25,178.0,19000.0,25,Extremo Derecho
2148,J. Ortega,34,34,25,0,0,32,185.0,60770.0,47,Portero
2150,Genar Fornés,31,27,4,1,7,24,180.0,173460.0,53,Lateral Izquierdo
2151,A. Espinola,30,18,0,0,7,24,181.0,152790.0,52,Lateral Derecho
2152,A. Roig,29,21,0,1,5,24,184.0,55060.0,44,Lateral Izquierdo
2153,Xiker,20,13,0,0,1,27,187.0,141540.0,51,Defensa Central
2154,Lluís Recasens,12,10,1,0,1,22,183.0,100770.0,44,Defensa Central
2155,Marc Vargas,29,14,2,0,5,22,177.0,89170.0,41,Lateral Derecho
2156,Sergio Cortés,22,22,4,3,10,30,176.0,190150.0,56,Mediocentro
2157,Segura,33,28,2,0,8,26,186.0,144460.0,50,Mediocentro
2158,Jaime Barrero,32,22,0,0,5,28,177.0,209380.0,53,Mediocentro
2159,Isaiah Navarro,28,17,1,0,9,22,183.0,133590.0,48,Mediocentro
2160,Juan Cámara,9,5,0,0,1,30,184.0,511530.0,54,MP
2161,Albert Torras,22,5,1,0,3,28,183.0,185150.0,50,MP
2162,Jaume Piñol,16,6,1,0,1,21,180.78851957602328,41440.0,30,MP
2163,Jaume Pascual,33,27,5,4,4,28,173.0,277960.0,57,Extremo Derecho
2164,V. Valverde,32,27,6,1,4,22,180.0,245210.0,50,Extremo Derecho
2165,Peque Polo,29,25,7,4,5,23,179.0,230360.0,49,Delantero Centro
2166,Chema Moreno,14,11,3,1,1,31,190.0,202560.0,53,Delantero Centro
2167,Zourdine Thior,19,6,3,1,1,26,170.0,284230.0,52,Extremo Derecho
2168,Édgar,12,3,1,0,0,37,189.0,55500.0,48,Delantero Centro
2169,Nil,13,13,7,0,1,22,188.0,19720.0,39,Portero
2170,Jaime González,21,21,26,0,0,26,180.54403053530734,62020.0,50,Portero
2171,S. Castillo,33,33,3,3,0,32,180.2472349206822,53890.0,53,Defensa Central
2172,Genís,30,27,3,1,5,29,190.0,95680.0,53,Lateral Izquierdo
2173,Pelegrin,31,30,3,2,8,29,184.0,126520.0,52,Defensa Central
2174,Jordi Méndez,31,30,0,0,5,27,172.0,110660.0,51,Lateral Derecho
2175,Luis Martínez,10,9,0,0,2,30,189.0,123270.0,47,Defensa Central
2176,S. Vives,11,5,1,0,0,22,179.0,40690.0,44,Defensa Central
2177,Sergi,12,6,0,1,1,23,180.69049529641464,47470.0,45,Lateral Derecho
2178,Guzmán,33,31,0,3,6,33,175.0,56360.0,52,Mediocentro
2179,Pau,31,26,2,2,7,32,176.0,122380.0,51,Mediocentro
2180,Josu,27,15,4,5,8,34,182.0,52080.0,54,MP
2181,Albertito,30,21,2,0,3,25,178.0,110790.0,50,MP
2182,I. García,20,9,1,0,5,21,179.0,31470.0,43,Mediocentro Defensivo
2183,I. Torres,6,0,0,0,0,18,180.93231659837073,1200.0,35,Mediocentro
2184,Ernest Forgàs,13,13,6,1,2,30,188.0,150090.0,50,Delantero Centro
2185,A. García,34,28,7,2,1,26,178.0,48600.0,43,Extremo Derecho
2186,S. Serrano,33,17,3,1,0,24,171.0,110460.0,46,Extremo Izquierdo
2187,Toni Paredes,29,11,5,1,2,24,180.0,31670.0,45,Delantero Centro
2188,Gerard Oliva,14,10,1,0,3,34,190.0,135710.0,51,Delantero Centro
2189,Juanan,22,7,4,0,3,26,180.5488052580857,108000.0,43,Extremo Izquierdo
2190,Òscar Romero,11,1,3,0,1,22,180.73804791623962,30400.0,35,Delantero Centro
2191,Marcos Gorriti,6,0,1,0,2,21,178.0,58030.0,38,Extremo Izquierdo
2192,Gaizka Ayesa,26,26,28,0,1,23,182.0,351370.0,55,Portero
2193,Aitor Fraga,12,12,13,0,0,21,194.0,69690.0,43,Portero
2197,Jon Aramburu,17,12,0,0,5,21,176.0,1180000.0,60,Lateral Derecho
2198,Yago Cantero,31,30,0,2,6,24,185.0,396730.0,58,Defensa Central
2199,Jon Martín,26,26,2,0,5,18,187.0,272250.0,46,Defensa Central
2200,Iñaki Rupérez,27,22,2,2,3,21,180.78803670388496,36790.0,40,Lateral Derecho
2201,Ander Zoilo,26,18,0,1,4,24,175.0,143100.0,48,Lateral Izquierdo
2202,Peru Rodríguez,23,17,0,1,4,22,180.0,185550.0,46,Defensa Central
2203,Jon Merino,3,0,1,0,1,21,184.0,74440.0,46,Lateral Derecho
2204,Luken Beitia,19,10,0,0,2,20,180.8336127951282,686.27,45,Defensa Central
2205,Unax Agote,24,11,0,1,5,21,180.0,46570.0,43,Lateral Izquierdo
2206,Ibra Camara,11,7,0,0,5,21,181.0,39290.0,37,Defensa Central
2208,J. Gorrotxategi,35,35,3,2,8,22,177.0,457610.0,54,Mediocentro Defensivo
2209,Pablo Marín,27,27,3,2,7,21,178.0,1400000.0,54,MP
2210,Mikel Goti,31,29,3,9,5,22,185.0,287580.0,52,MP
2211,J. Magunazelaia,15,15,3,1,4,22,180.0,1370000.0,56,MP
2213,Mikel Rodriguez,20,8,0,0,2,22,180.7394394187457,43800.0,39,Mediocentro
2214,Alex Lebarbier,13,4,1,0,1,19,180.8896736978359,65550.0,42,Mediocentro
2215,Andoni Arzak,7,0,1,1,0,21,180.78954451107813,51310.0,38,Mediocentro
2216,Ekain Azkune,29,25,12,3,7,23,180.0,139220.0,45,Delantero Centro
2217,Bryan Fiabema,30,27,5,1,3,21,183.0,381770.0,51,Delantero Centro
2218,Alberto Dadie,34,23,2,1,8,21,170.0,187920.0,41,Extremo Derecho
2219,Eder García,30,12,3,0,4,20,180.83359264741804,492.25,45,Extremo Izquierdo
2220,A. Mariezkurrena,23,2,0,1,4,19,180.88855634209222,54790.0,41,Extremo Izquierdo
2223,Jon Balda,17,12,1,4,2,22,174.0,66970.0,35,Extremo Izquierdo
2224,E. Orobengoa,20,5,1,0,3,20,180.84046581308948,66680.0,41,Delantero Centro
2226,Job Ochieng,19,3,0,0,2,21,185.0,18800.0,29,Extremo Derecho
2227,Iñaki,34,34,31,0,2,27,181.0,175170.0,54,Portero
2229,F. Cortijo,34,30,0,2,4,24,180.6593468296409,222510.0,55,Lateral Izquierdo
2230,Óscar Rubio,34,20,1,1,2,40,172.0,18030.0,57,Lateral Derecho
2231,Joan Campins,32,31,1,0,6,29,184.0,228940.0,53,Lateral Derecho
2232,R. Figueras,27,21,0,1,0,27,180.0,198190.0,55,Defensa Central
2233,Neyder Lozano,29,29,1,0,9,30,185.0,195370.0,49,Defensa Central
2234,João Vigario,12,7,0,0,1,28,180.0,180550.0,40,Lateral Izquierdo
2235,Pol Muñoz,3,0,0,0,0,20,180.84384799492705,99250.0,46,Lateral Derecho
2238,S. Montero,30,29,10,6,11,27,178.0,201090.0,49,MP
2239,Q. Liameed,32,32,0,0,13,22,174.0,118920.0,45,Mediocentro
2240,Mateo,31,23,3,1,7,22,184.0,175420.0,49,Mediocentro
2241,Jon Bakero,16,8,3,0,1,27,189.0,342910.0,52,MP
2242,Musa Isah,23,6,1,0,5,22,189.0,496120.0,51,Mediocentro
2243,Javi Robles,13,4,0,0,5,23,190.0,167610.0,42,Mediocentro
2244,Javi Soto,16,0,1,0,0,21,168.0,23860.0,38,MP
2247,Juan Agüero,33,29,5,3,5,25,175.0,225530.0,52,Extremo Derecho
2248,Ton Ripoll,33,33,2,5,8,26,178.0,239120.0,53,Extremo Derecho
2249,Chuli,30,27,11,0,10,33,170.0,139340.0,52,Portero
2250,J. Becerra,15,6,3,1,4,26,182.0,238180.0,52,Delantero Centro
2251,Leonardo Rossi,5,0,0,0,0,19,180.0,23640.0,42,Delantero Centro
2252,Marcos Pérez,33,33,39,0,0,39,178.0,8000.0,57,Portero
2256,Neeskens,24,22,1,1,2,30,184.0,156270.0,55,Defensa Central
2257,V. Morales,30,28,0,1,3,27,186.0,160240.0,55,Defensa Central
2258,Jaouad,17,17,0,0,0,26,188.0,146710.0,52,Defensa Central
2259,Lucas Viña,31,20,2,1,8,28,178.0,231110.0,57,Lateral Izquierdo
2260,Diego Garzón,24,22,1,1,4,28,180.0,84260.0,48,Lateral Derecho
2261,Jordi Palacios,25,22,0,2,5,22,180.74139271442775,62610.0,48,Lateral Izquierdo
2262,Carlos Badal,14,12,0,0,4,25,180.0,121350.0,48,Lateral Derecho
2263,Jorginho Soares,12,8,0,0,1,24,194.0,81350.0,38,Defensa Central
2264,Joel Toledo,21,11,0,1,2,23,170.0,62780.0,42,Lateral Derecho
2265,Gil Muntadas,33,31,6,2,3,30,179.0,275070.0,56,MP
2266,Jofre,32,25,4,1,1,23,165.0,123130.0,50,Mediocentro
2267,Lledó,29,28,0,1,13,27,171.0,166950.0,52,Mediocentro
2268,S. Casais,15,14,0,0,3,32,182.0,57050.0,47,Mediocentro
2269,Álex Fernández,10,3,0,0,2,33,180.0,57200.0,48,Mediocentro
2270,D. Cervera,25,7,2,0,0,21,180.7906390212583,61850.0,45,MP
