id,nombre,partidos_jugados,partidos_titular,goles,asistencias,tarjeta_amarilla,edad,altura,valor,rating,posicion
465,Aarón Ochoa,6,2,0,0,2,17,167.0,431.83,30,MP
466,Roberto,34,32,15,4,7,22,186.0,650620.0,56,Delantero Centro
467,Dioni,36,24,8,1,3,34,184.0,424600.0,64,Delantero Centro
468,D. Larrubia,37,23,2,2,3,22,172.0,592500.0,56,Extremo Derecho
469,David Ferreiro,16,13,3,4,4,36,170.0,321640.0,55,Extremo Derecho
470,Kevin Medina,30,25,3,1,8,23,173.0,1080000.0,49,Extremo Izquierdo
471,Antonio Cordero,16,1,0,1,0,17,178.0,59770.0,41,Extremo Derecho
472,Juan Hernández,20,5,1,2,0,29,177.0,541060.0,48,Extremo Izquierdo
473,Javier Avilés,11,2,0,1,1,26,181.0,416430.0,48,Extremo Derecho
474,Haitam,3,0,2,0,0,22,172.0,246450.0,42,Extremo Derecho
475,B. Reynet,9,9,8,0,0,33,185.0,362390.0,62,Portero
476,Patrick Sequeira,28,28,26,0,1,25,190.0,90130.0,44,Portero
481,A. Escassi,31,30,4,1,12,35,186.0,368700.0,65,Defensa Central
482,Javi Jiménez,35,35,2,3,6,28,171.0,641380.0,60,Lateral Izquierdo
483,Unai Medina,35,34,0,3,5,34,179.0,282270.0,57,Lateral Derecho
484,I. Olaortua,14,14,1,0,3,30,184.0,387530.0,60,Defensa Central
485,Pepe Sánchez,26,26,1,0,5,24,185.0,148290.0,47,Defensa Central
486,Eric Monjonell,8,6,0,0,2,22,187.0,288690.0,49,Defensa Central
487,Joseda,8,1,0,0,1,22,181.0,883760.0,51,Lateral Derecho
488,D. Argüelles,6,2,0,0,1,22,175.0,105840.0,47,Lateral Izquierdo
489,Pablo Bobadilla,3,2,0,0,1,27,187.0,322320.0,49,Defensa Central
491,Eugeni,37,37,5,4,8,29,182.0,829730.0,55,Mediocentro
492,Rubén Díez,33,18,1,3,3,30,170.0,536840.0,57,MP
493,Fausto,34,24,3,0,7,34,183.0,280310.0,55,Mediocentro
494,Roberto Olabe,31,9,0,1,11,28,175.0,531860.0,53,Mediocentro
495,Arturo Molina,13,6,0,1,1,27,183.0,446550.0,52,MP
496,Jesús Álvarez,16,8,0,0,1,24,180.0,457890.0,55,Mediocentro
498,N. Obolskii,37,30,9,3,4,27,186.0,587940.0,58,Delantero Centro
499,Álex Gallar,33,28,9,11,11,32,178.0,783390.0,57,Extremo Izquierdo
500,Patrick Soko,38,33,9,5,2,26,176.0,821490.0,56,Extremo Derecho
501,Cedric,32,11,5,1,0,29,181.0,690230.0,53,Delantero Centro
502,Suleiman,37,13,4,3,4,22,186.0,722640.0,53,Extremo Derecho
503,R. Arroyo,32,11,3,1,5,20,181.0,513730.0,53,Delantero Centro
504,Pedro López,36,36,37,0,5,29,189.0,205730.0,58,Portero
507,Redru,36,36,0,1,7,27,178.0,327850.0,60,Lateral Izquierdo
508,Lolo González,33,28,3,1,6,32,186.0,218950.0,60,Defensa Central
509,F. Danese,31,30,0,0,10,29,187.0,209360.0,55,Defensa Central
510,Fran Rodríguez,23,17,1,2,5,29,175.0,189320.0,53,Lateral Derecho
511,Capa,20,15,0,1,6,25,184.0,168470.0,52,Defensa Central
512,Alain García,18,5,0,1,5,25,175.0,224120.0,55,Lateral Derecho
513,Saturday,15,14,0,0,3,26,190.0,194520.0,53,Defensa Central
514,Ale Meléndez,36,36,5,0,4,25,177.0,318860.0,59,Mediocentro
515,Cristian Rodríguez,16,15,3,7,3,28,175.0,574840.0,61,Mediocentro
516,Aisar,36,29,5,5,7,23,180.69697616741502,109880.0,47,MP
517,Ñito González,36,24,4,1,1,31,169.0,330970.0,60,MP
518,C. Uche,34,26,0,2,10,21,190.0,74040.0,37,Mediocentro
520,Jota López,26,15,2,0,0,21,180.79639298796442,117260.0,42,Mediocentro
522,Julio Iglesias,29,2,1,0,2,24,180.0,147860.0,45,Mediocentro
523,Rodri Ríos,16,15,6,1,5,34,174.0,341710.0,61,Delantero Centro
524,Cedric Teguia,35,34,8,3,7,22,180.0,363120.0,50,Extremo Izquierdo
525,Pablo García,19,7,4,2,0,26,174.0,297760.0,54,Delantero Centro
526,Dani Romera,24,6,4,0,1,28,172.0,583780.0,57,Delantero Centro
527,Sofiane,21,5,4,1,4,23,185.0,78190.0,43,Delantero Centro
529,Manu Rico,6,1,0,2,1,21,180.8066558381642,216090.0,46,Extremo Izquierdo
530,Rubén Gálvez,37,37,37,0,3,31,182.0,139070.0,56,Portero
533,R. Alhassane,33,32,1,2,6,22,184.0,167250.0,48,Lateral Izquierdo
534,Rubén Serrano,36,36,0,0,7,23,186.0,138070.0,47,Defensa Central
535,Raúl Navas,15,10,0,0,1,36,187.0,193110.0,63,Defensa Central
536,Sergio Díez,37,28,0,4,5,20,178.0,269120.0,53,Lateral Derecho
537,Antoñito,28,12,0,2,5,36,175.0,75410.0,58,Lateral Derecho
538,A. Trapero,29,22,1,0,4,24,188.0,227210.0,55,Defensa Central
539,A. Gálvez,21,15,0,0,9,35,190.0,116210.0,52,Portero
540,Dani Pinillos,13,4,0,0,0,31,183.0,191190.0,53,Lateral Izquierdo
543,Josiel Núñez,36,36,2,5,9,31,181.0,210170.0,54,Mediocentro
544,David Del Pozo,37,37,6,1,8,27,178.0,221400.0,47,Mediocentro
545,Luis Alcalde,35,33,5,3,7,29,184.0,222920.0,56,MP
546,Paolo Romero,3,1,0,0,0,19,175.0,3980.0,42,MP
547,Manu Galán,5,0,0,0,1,26,182.0,168400.0,52,Mediocentro
548,Gorka Iturraspe,30,5,0,2,4,30,188.0,221120.0,43,Mediocentro
549,Caye Quintana,35,32,10,2,8,30,180.0,624410.0,58,Delantero Centro
550,A. Domínguez,34,32,6,8,7,31,178.0,455630.0,57,Extremo Derecho
551,J. De La Rosa,32,20,5,3,2,19,174.0,162320.0,42,Extremo Izquierdo
552,Álvaro Bustos,17,3,2,0,0,29,175.0,562770.0,58,Extremo Izquierdo
553,P. Caballero,10,3,4,0,2,37,191.0,64170.0,53,Delantero Centro
554,Iago Díaz,30,14,0,1,3,31,184.0,108350.0,49,Extremo Derecho
556,Miguelete,12,0,0,0,3,23,177.0,329540.0,48,Extremo Izquierdo
559,Manu García,30,30,24,0,5,33,192.0,215560.0,61,Portero
560,Gianni Cassaro,8,7,11,0,0,32,192.0,91510.0,43,Portero
564,A. González,33,31,3,0,6,31,183.0,297140.0,61,Defensa Central
565,Marc Baró,30,30,2,4,11,24,184.0,214130.0,53,Lateral Izquierdo
566,José Ruiz,31,29,0,0,12,34,177.0,152250.0,56,Lateral Derecho
567,Víctor Rofino,28,24,1,0,6,21,185.0,152570.0,46,Defensa Central
568,Marcos Mauro,19,15,0,0,7,33,188.0,369320.0,57,Defensa Central
569,Juanmi Carrión,11,5,1,0,0,26,177.0,253740.0,55,Lateral Izquierdo
572,Enol Coto,11,1,0,0,2,23,174.0,211930.0,49,Lateral Derecho
573,Andrés López,11,8,0,0,1,21,190.0,17510.0,41,Defensa Central
574,Tomás Pina,28,20,1,0,10,36,185.0,497370.0,64,Mediocentro
575,Isi Gómez,31,23,2,0,2,28,171.0,352810.0,54,Mediocentro
576,Sabit,15,12,0,0,3,25,187.0,253100.0,47,Mediocentro
577,Pablo Larrea,20,14,0,0,10,30,173.0,370260.0,50,Mediocentro
578,M. Šviderský,9,7,1,0,0,21,180.0,299330.0,45,Mediocentro
580,Imanol Alonso,15,11,0,0,4,22,184.0,51730.0,41,Mediocentro
585,Loren Burón,14,12,3,1,1,29,170.0,285020.0,55,Extremo Izquierdo
586,Pedro León,30,20,3,8,5,37,183.0,1090000.0,64,Extremo Derecho
587,Dani Vega,35,27,1,5,5,27,176.0,370160.0,56,Extremo Izquierdo
588,José Carrillo,34,25,9,0,7,30,191.0,756760.0,56,Delantero Centro
589,Amin,17,4,1,0,2,27,180.0,192530.0,52,Delantero Centro
590,Carlos Rojas,21,10,0,4,5,22,176.0,145240.0,45,Extremo Derecho
591,Mariano,7,1,0,0,2,23,185.0,10110.0,40,Extremo Derecho
592,Álex Rubio,21,10,3,0,3,21,175.0,57110.0,43,Delantero Centro
594,Iván Moreno,20,20,28,0,2,28,184.0,109250.0,52,Portero
597,F. Fomeyem,38,37,2,0,4,24,181.0,282080.0,54,Defensa Central
598,David Rodríguez,35,32,1,3,5,24,179.0,130510.0,46,Lateral Derecho
599,Fermín Ruiz,28,23,0,1,9,27,177.0,148590.0,55,Lateral Izquierdo
600,David Humanes,23,21,1,0,7,27,188.0,209620.0,54,Defensa Central
601,Lautaro,20,15,2,0,6,22,184.0,276270.0,49,Defensa Central
602,Jeremy,18,13,1,1,7,24,175.0,125020.0,49,Lateral Izquierdo
603,A. Pavón,15,11,0,0,7,24,181.0,125180.0,49,Defensa Central
606,Luismi Redondo,37,37,13,7,9,26,172.0,298960.0,52,MP
607,Luismi Gutiérrez,20,19,4,6,5,28,175.0,188500.0,56,MP
608,Chema Núñez,35,28,2,3,5,26,175.0,319860.0,54,MP
610,Pepe Mena,12,11,1,2,4,26,175.0,305650.0,53,Mediocentro
611,A. Marcelo,14,14,0,0,1,25,170.0,140100.0,48,Mediocentro
612,Nacho Pais,24,13,0,0,7,24,175.0,162030.0,51,Mediocentro
613,Txus Alba,16,7,2,0,5,21,173.0,256800.0,49,Mediocentro
614,César Sousa,31,8,1,1,3,24,173.0,69880.0,41,Mediocentro
615,Aitor Hidalgo,13,3,0,0,2,21,173.0,52830.0,42,Mediocentro
616,Topo,5,0,1,0,0,21,176.0,3290.0,31,MP
618,Ale García,35,26,7,2,2,21,181.0,128600.0,44,Extremo Derecho
619,Destiny,30,16,5,0,8,20,183.0,113800.0,48,Delantero Centro
620,Ale Marín,29,14,1,3,4,24,170.0,224970.0,52,Extremo Izquierdo
621,Pol Prats,10,1,0,1,1,25,182.0,169070.0,47,Extremo Derecho
622,Akito Mukai,5,0,0,0,0,25,168.0,134110.0,42,Extremo Derecho
623,A. Iturbe,32,32,34,0,3,20,186.0,300770.0,52,Portero
624,Antonio Gomis,6,6,11,0,0,21,191.0,156750.0,42,Portero
626,Mariano Gómez,31,29,1,1,4,25,194.0,381040.0,58,Defensa Central
627,Javier Boñar,29,21,0,2,3,19,180.0,148310.0,52,Lateral Derecho
628,Pablo Pérez,32,31,1,3,4,22,174.0,172110.0,50,Lateral Izquierdo
629,Ilias Kostis,13,10,0,0,3,21,188.0,255640.0,51,Defensa Central
630,Joel Arumí,31,13,0,0,4,24,180.0,152410.0,50,Portero
631,Dani Martínez,18,10,0,1,3,20,186.0,29990.0,47,Defensa Central
633,Lalo Aguilar,12,7,0,0,2,22,188.0,78230.0,41,Defensa Central
637,Aitor Gismera,32,31,0,1,15,20,182.0,271980.0,51,Mediocentro
638,Sergio Guerrero,34,27,3,3,12,25,174.0,195800.0,52,Mediocentro
639,Assane,33,30,4,0,8,24,178.0,141060.0,46,Mediocentro Defensivo
640,Mario Maroto,17,8,1,2,1,20,176.0,232380.0,49,Mediocentro
643,David Muñoz,3,0,0,0,0,19,183.0,6390.0,40,Mediocentro
644,A. Mestanza,24,3,3,0,7,19,177.0,66530.0,39,MP
647,Adrián Niño,37,25,9,0,1,20,184.0,176580.0,50,Delantero Centro
648,Diego Bri,37,30,10,5,2,21,177.0,418530.0,53,Extremo Derecho
649,Salim El Jebari,32,26,4,5,4,20,178.0,250660.0,48,Extremo Izquierdo
650,Rayane Belaid,4,0,0,0,0,19,178.0,11760.0,47,Extremo Derecho
651,Nabil Touaizi,32,17,3,5,3,23,183.0,240830.0,48,Delantero Centro
652,Cala,34,14,5,8,6,24,175.0,209380.0,49,Extremo Derecho
653,Abde Raihani,21,8,4,1,4,20,187.0,76810.0,46,Delantero Centro
654,Lucas Cañizares,29,29,33,0,2,22,188.0,212030.0,42,Portero
655,Mario De Luis,8,8,8,0,0,22,185.0,521470.0,54,Portero
658,Rafael Obrador,34,25,0,4,2,20,181.0,398970.0,56,Lateral Izquierdo
659,Raúl Asencio,34,33,0,0,6,21,184.0,62280.0,49,Defensa Central
660,Álvaro Carrillo,20,20,0,2,7,22,182.0,559150.0,56,Defensa Central
661,Marvel,15,13,0,0,6,21,184.0,467560.0,54,Defensa Central
662,Edgar Pujol,26,22,0,1,2,19,177.0,139820.0,50,Defensa Central
663,Quique Ribes,13,9,0,1,1,20,185.0,12420.0,47,Defensa Central
664,Vinicius Tobias,21,18,0,4,9,20,177.0,2090000.0,58,Lateral Derecho
667,Lorenzo,13,13,1,0,1,21,177.0,86740.0,48,Lateral Derecho
669,David Cuenca,12,10,0,0,1,22,180.0,20930.0,41,Lateral Izquierdo
670,Jacobo Ramón,6,5,0,0,0,19,188.0,42830.0,43,Defensa Central
672,Nico Paz,29,29,9,4,5,19,186.0,2300000.0,51,MP
673,César Palacios,36,28,3,1,5,19,182.0,118990.0,52,MP
674,Manuel Ángel,32,30,2,2,6,20,170.0,194100.0,54,Mediocentro
675,Mario Martín,27,25,0,0,10,20,177.0,410730.0,51,Mediocentro Defensivo
676,Theo Zidane,37,24,2,4,3,22,196.0,326680.0,48,Mediocentro
679,David González,25,4,1,2,4,22,180.0,157010.0,44,Mediocentro
680,Chema Andrés,3,2,0,0,0,19,190.0,7170.0,40,Mediocentro
682,Álvaro,34,26,10,2,1,19,193.0,2430000.0,58,Delantero Centro
683,Gonzalo García,27,25,5,1,1,20,182.0,394360.0,52,Extremo Derecho
684,E. Aparicio,15,4,3,0,0,23,179.0,97730.0,49,Extremo Derecho
688,Noel López,5,1,0,0,0,21,182.0,400520.0,48,Delantero Centro
689,Víctor Muñoz,29,4,2,0,0,20,173.0,57590.0,45,Extremo Izquierdo
690,Jeremy De León,8,1,1,0,1,20,173.0,175830.0,43,Extremo Derecho
691,Ruly,23,23,20,0,1,24,188.0,38440.0,40,Portero
692,César Fernández,6,6,5,0,0,20,181.0,114430.0,48,Portero
694,Coke Carrillo,9,9,13,0,0,22,188.0,82420.0,35,Portero
695,Javi Rodríguez,34,33,3,1,7,21,183.0,266340.0,51,Lateral Derecho
696,Javi Rueda,30,27,2,6,4,22,177.0,453220.0,57,Lateral Derecho
697,Yoel Lago,31,29,0,2,9,20,176.0,91230.0,46,Defensa Central
698,Joel López,31,24,0,0,6,22,180.0,273980.0,51,Lateral Izquierdo
699,Pablo Meixús,13,10,0,0,2,21,180.78733056828486,29990.0,40,Defensa Central
700,Tincho,26,13,1,1,6,21,180.80086967998216,160370.0,47,Lateral Izquierdo
701,Gael Alonso,7,6,0,0,1,21,182.0,146900.0,48,Defensa Central
703,J. Domínguez,20,8,0,0,4,23,195.0,208540.0,47,Defensa Central
706,Damián,29,28,1,2,8,21,180.0,335840.0,52,Mediocentro
707,Miguel Román,36,30,3,4,5,21,178.0,541200.0,56,Mediocentro
708,Raúl Blanco,36,28,11,8,5,22,173.0,274500.0,50,MP
709,Manu Fernández,32,20,0,0,2,23,185.0,68420.0,43,Mediocentro
710,Dela,22,15,1,2,1,21,180.7875444858343,32050.0,44,Mediocentro
711,Fer López,31,13,7,3,1,20,188.0,65510.00000000001,45,MP
714,V. San Bartolomé,5,0,0,0,0,24,186.0,307230.0,46,Mediocentro
715,Bruno Iglesias,25,1,1,1,1,21,181.0,203260.0,47,MP
717,Hugo Álvarez,25,24,6,5,2,21,176.0,489180.0,55,Extremo Izquierdo
718,Alfon González,38,35,13,8,4,25,172.0,385550.0,53,Extremo Izquierdo
719,Pablo Durán,37,27,12,5,1,23,176.0,254170.0,47,Delantero Centro
720,Dani González,20,6,1,1,0,22,189.0,308050.0,48,Delantero Centro
723,L. Antañón,15,1,0,1,2,21,180.78650397425884,22030.0,43,Delantero Centro
726,Manu Garrido,8,0,2,0,0,23,190.0,299660.0,41,Delantero Centro
727,Jaume Valens,30,29,31,1,2,28,187.0,205530.0,53,Portero
728,José Perales,9,9,7,0,0,31,189.0,263200.0,56,Portero
730,Primi,29,29,3,0,11,28,186.0,363240.0,58,Defensa Central
731,Álvaro Vega,29,29,1,0,8,33,185.0,156350.0,57,Defensa Central
732,Sergio Nieto,28,24,2,2,6,25,173.0,253270.0,55,Lateral Izquierdo
733,Farru,26,24,1,1,8,23,183.0,147510.0,49,Defensa Central
734,Sergi López,27,13,0,0,10,20,180.0,215650.0,50,Lateral Derecho
735,Kike Carrasco,13,4,0,0,2,26,170.0,149190.0,52,CAD
736,Javi Jiménez,7,4,0,0,0,27,182.0,104990.0,43,Defensa Central
737,Juanan,37,27,2,5,6,34,183.0,217510.0,62,Mediocentro
738,Imanol,35,31,4,2,7,28,182.0,542310.0,53,Mediocentro
739,Pablo Ganet,27,11,1,3,1,29,182.0,502500.0,58,Mediocentro
740,Albisua,35,31,0,0,7,31,187.0,150770.0,49,Mediocentro
741,Sergio Gil,3,0,0,0,0,28,183.0,189280.0,49,Mediocentro
742,R. De Palmas,15,6,0,0,3,20,179.0,1650.0,39,MP
744,Agüero,34,27,5,3,7,28,175.0,322910.0,56,Delantero Centro
745,Adrián Armental,35,17,2,3,0,33,177.0,176610.0,54,Extremo Derecho
746,José Lara,33,24,5,2,9,24,162.0,202910.0,45,Extremo Izquierdo
747,Javi Antón,19,16,0,2,7,24,174.0,168200.0,46,Extremo Derecho
748,Pradera,32,17,3,0,5,28,190.0,217640.0,48,Delantero Centro
749,Dani Selma,17,9,2,0,1,23,186.0,88990.0,40,Delantero Centro
751,Juanpa,31,31,33,0,4,23,187.0,146430.0,50,Portero
752,José Andrés,5,5,5,0,0,19,188.0,104130.0,41,Portero
754,M. Bonaque,27,25,1,0,11,33,182.0,215370.0,60,Defensa Central
755,Pipe,29,23,2,1,6,31,175.0,219410.0,58,Lateral Derecho
756,Eliseo,17,16,1,1,4,27,186.0,226320.0,54,Defensa Central
757,Tomás Bourdal,28,27,0,0,10,26,192.0,225060.0,51,Defensa Central
758,Lluís Llácer,19,16,1,0,8,24,178.0,49360.0,40,Lateral Izquierdo
759,Raúl Prada,32,17,0,3,6,23,180.0,200830.0,50,Lateral Izquierdo
760,Damián Canedo,14,9,0,0,3,21,191.0,56570.0,45,Defensa Central
765,Luis Acosta,34,32,0,1,16,29,180.0,368920.0,59,Mediocentro
766,Raúl Beneit,34,31,0,0,6,29,172.0,274060.0,55,Mediocentro
767,Busi,35,30,2,1,6,26,190.0,148060.0,48,Mediocentro
768,Juanjo,16,16,1,0,3,24,175.0,120200.0,47,Mediocentro
769,Álvaro Juan,13,3,0,4,1,24,178.0,291960.0,52,MP
770,Ismael Gutiérrez,23,12,0,0,9,23,178.0,317950.0,49,Mediocentro
773,Ben Hamed,26,9,0,0,2,21,170.0,48850.0,40,Mediocentro
775,Chuma,34,32,9,2,6,27,180.0,288050.0,55,Delantero Centro
776,Dani Sandoval,30,26,6,4,10,26,178.0,346770.0,56,Extremo Izquierdo
777,Javi Martín,20,13,1,3,1,25,181.0,243510.0,52,Delantero Centro
778,Mizzian,16,12,5,3,0,24,185.0,98860.0,39,Delantero Centro
779,I. Elejalde,19,1,4,0,0,25,176.0,256060.0,51,Delantero Centro
780,Jorge Padilla,22,10,0,0,6,23,175.0,175880.0,40,Delantero Centro
781,Y. Dabo,5,2,0,0,2,22,188.0,8860.0,36,Extremo Izquierdo
783,Pepe Sainz,5,0,0,0,0,22,180.7354663675604,5540.0,32,Delantero Centro
785,Lucho García,26,26,32,1,2,26,192.0,234340.0,56,Portero
786,Marcos Lavín,12,12,11,0,3,27,190.0,77540.0,50,Portero
787,Tomás Sánchez,32,32,0,5,12,30,171.0,385900.0,61,Lateral Izquierdo
788,Juan Rodríguez,35,34,2,2,6,29,185.0,265190.0,54,Defensa Central
789,Yac Diori,36,36,1,2,6,26,183.0,213090.0,51,Defensa Central
790,Admonio,30,20,0,1,10,30,183.0,145390.0,51,Defensa Central
791,Rafa Roldán,35,23,1,2,7,23,173.0,89360.0,44,Lateral Derecho
792,Sergio Santos,12,9,0,0,1,23,180.0,338510.0,49,Lateral Derecho
793,Dani Merchán,20,7,1,0,4,22,180.0,67450.0,44,Lateral Izquierdo
795,Iván Turrillo,32,32,5,4,14,35,183.0,139060.0,59,Mediocentro
796,Èric Montes,37,37,3,0,10,26,177.0,361640.0,54,Mediocentro
797,Borja Fernández,35,31,2,0,12,28,178.0,342010.0,55,Mediocentro
798,Mario García,32,29,2,2,10,26,188.0,374860.0,56,Mediocentro
799,Iker Navarro,3,0,0,0,0,20,180.83519783382576,15950.0,41,Mediocentro
802,Zequi Díaz,37,29,6,1,8,27,174.0,246870.0,54,Extremo Izquierdo
803,Diego Esteban,29,27,4,3,4,24,183.0,378340.0,55,Extremo Izquierdo
804,J. López-Pinto,17,14,5,1,4,23,183.0,162730.0,47,Extremo Izquierdo
805,Stefan Milošević,9,0,0,0,1,28,190.0,571100.0,57,Delantero Centro
806,Javi Cueto,34,8,4,0,4,23,182.0,212870.0,46,Delantero Centro
807,A. Sardinero,30,6,1,0,1,33,175.0,346200.0,48,Extremo Izquierdo
808,David Martín,21,3,1,0,1,31,174.0,226410.0,48,Extremo Izquierdo
809,Pimienta,5,0,1,0,1,20,180.83495691697397,13630.0,33,Delantero Centro
810,Samu Pérez,34,34,31,0,2,27,188.0,99320.0,50,Portero
811,Juan Flere,5,4,10,0,1,26,183.0,110890.0,45,Portero
813,Fer Román,32,32,0,1,8,30,194.0,279690.0,58,Defensa Central
814,Joan Rojas,36,36,1,0,6,24,185.0,221940.0,54,Defensa Central
815,Coke Andújar,29,21,1,1,8,37,176.0,209300.0,55,Lateral Derecho
816,Pablo Carbonell,19,16,0,5,5,30,178.0,240440.0,55,Lateral Izquierdo
817,Viti,25,17,1,5,5,33,180.0,104890.0,55,Lateral Izquierdo
818,Alex Cortijo,32,21,0,1,3,27,184.0,167380.0,55,Defensa Central
819,Antonio Sánchez,4,1,0,0,0,24,190.0,105260.0,48,Defensa Central
821,Luis Vacas,34,33,0,1,9,25,180.0,102030.0,47,Mediocentro
822,Cordero,11,10,0,1,2,36,178.0,57260.0,49,Mediocentro
823,Martín Calderón,15,5,1,0,1,25,183.0,395770.0,49,Mediocentro
824,Álex Escardó,9,4,0,0,2,26,176.0,169980.0,49,MP
825,Á. Bastida,19,6,0,0,1,20,170.0,340340.0,47,Mediocentro
827,Álex Guti,36,30,2,2,8,23,175.0,315460.0,53,Extremo Derecho
828,Zelu,19,17,4,0,4,28,170.0,326200.0,51,Extremo Derecho
829,Nacho Ramón,30,20,5,0,3,25,186.0,160690.0,50,Delantero Centro
830,Airam Cabrera,24,20,2,3,2,36,178.0,131150.0,53,Delantero Centro
831,F. Mwepu,33,24,9,1,9,24,178.0,187960.0,44,Delantero Centro
832,Zaca Ghailán,24,11,2,0,2,22,173.0,135810.0,40,Extremo Izquierdo
833,Diego Talaverón,9,1,0,0,2,22,181.0,109380.0,43,Delantero Centro
834,Juan González,4,1,0,0,0,20,170.0,2920.0,35,Delantero Centro
835,Manu Herrera,12,12,12,0,1,42,182.0,15000.0,58,Portero
836,Gaizka Campos,24,24,35,0,2,27,190.0,167830.0,51,Portero
841,Álvaro Pérez,33,28,4,0,7,28,183.0,332150.0,59,Defensa Central
842,Guillem Jaime,31,26,1,3,5,25,177.0,334600.0,57,Lateral Derecho
843,Cristo Romero,38,33,2,3,1,24,174.0,272130.0,53,Lateral Izquierdo
844,Rafa Gálvez,22,21,0,0,7,31,190.0,273120.0,55,Defensa Central
845,Vadik,29,18,1,0,8,22,188.0,222270.0,50,Defensa Central
846,Mikel Mendibe,17,12,1,0,2,22,184.0,197600.0,52,Defensa Central
847,D. Cámara,14,7,0,0,2,26,184.0,181880.0,52,Defensa Central
848,Leo Vázquez,16,7,0,0,2,20,181.0,70100.0,39,Lateral Izquierdo
850,Xemi Fernández,37,33,3,0,8,29,184.0,535390.0,60,MP
851,E. Undabarrena,35,35,0,1,11,31,184.0,260870.0,54,Mediocentro
852,O. Soldevila,31,20,5,4,2,23,185.0,266560.0,49,MP
853,Jon Ceberio,28,17,1,0,2,27,186.0,236730.0,50,Mediocentro
854,A. Burlamaqui,19,9,0,0,5,22,180.0,86940.0,44,Portero
855,Martín Bellotti,31,14,0,1,4,22,176.0,94960.0,45,Mediocentro
856,F. Angong,5,2,0,0,1,22,179.0,40110.0,36,Mediocentro
859,Emilio Nsue,30,24,11,3,4,34,181.0,395480.0,63,Delantero Centro
860,Pol Roigé,36,29,5,6,10,30,178.0,347210.0,57,Extremo Derecho
861,Aarón Piñán,22,15,2,2,3,26,180.0,394780.0,56,Extremo Izquierdo
862,D. Blum,7,1,1,0,1,33,181.0,332330.0,52,Portero
863,Moha Traoré,32,16,0,4,9,29,187.0,144320.0,45,Extremo Derecho
864,Simón Moreno,23,10,0,0,1,27,174.0,300280.0,44,Delantero Centro
865,U. Konare,6,0,0,0,0,20,180.83416251442384,5980.0,38,Delantero Centro
870,José Carlos,36,34,0,0,8,28,182.0,376840.0,58,Defensa Central
871,Víctor Ruiz,30,27,1,1,9,29,176.0,237350.0,56,Defensa Central
872,Lillo Castellano,17,16,0,0,5,35,176.0,96580.0,57,Lateral Derecho
873,Carlos Blanco,27,27,3,0,9,28,189.0,236150.0,53,Defensa Central
874,Luis Ruiz,18,14,0,2,3,32,181.0,196020.0,54,Lateral Izquierdo
875,Manu Farrando,17,16,0,0,3,29,183.0,317960.0,57,Defensa Central
876,Ángel López,3,2,0,1,0,21,176.0,242670.0,52,Lateral Derecho
879,Dani Aquino,36,33,9,4,2,33,178.0,234850.0,56,MP
880,David Ramos,36,28,0,3,4,26,175.0,363400.0,55,Mediocentro
881,Dani Molina,29,24,0,2,3,28,182.0,300780.0,56,Mediocentro
882,Xesc Fullana,24,10,0,0,4,34,175.0,182520.0,56,Mediocentro
883,Alfonso,9,5,0,0,2,30,182.0,274380.0,50,Mediocentro
884,Álex Masogo,13,11,1,1,7,23,183.0,32260.0,35,Mediocentro
885,Unai Naveira,26,17,0,0,6,23,183.0,143880.0,42,Mediocentro
886,Yerai Dávila,19,6,1,2,0,21,170.0,52360.0,40,Mediocentro
890,Cristian Herrera,17,12,4,0,0,30,177.0,332330.0,58,Extremo Derecho
891,J. Biabiany,34,24,5,3,8,36,177.0,217930.0,59,Extremo Derecho
892,Pau Martínez,32,18,2,2,2,23,168.0,568130.0,56,Extremo Derecho
893,Ángel Sánchez,30,10,3,1,2,26,180.0,189020.0,49,Extremo Izquierdo
894,Nahuel Arroyo,30,16,0,2,1,29,180.0,186270.0,48,Extremo Izquierdo
895,Marcelo,25,12,3,2,3,26,187.0,143540.0,44,Delantero Centro
897,Samu Casado,31,31,42,0,1,27,187.0,143540.0,49,Portero
898,Ernestas,7,7,9,0,1,25,188.0,216200.0,50,Portero
900,Fran Varela,34,34,0,2,5,29,174.0,357010.0,58,Lateral Izquierdo
901,Dani Perejón,38,38,3,3,3,25,180.0,257790.00000000003,53,Lateral Derecho
902,Ángel Martínez,8,7,0,0,3,33,183.0,424990.0,55,Defensa Central
903,Antonio Marín,23,17,2,1,2,28,178.0,132020.0,46,Lateral Derecho
904,Manolo Molina,27,24,1,0,9,28,189.0,110320.0,50,Defensa Central
905,Javier Rentero,29,27,0,0,11,23,187.0,101250.0,44,Defensa Central
906,Fran Verjaga,12,9,0,1,1,25,190.0,116440.0,48,Defensa Central
907,Rodri,36,36,0,2,6,35,171.0,157930.0,60,Mediocentro Defensivo
908,Javi Duarte,33,28,1,0,11,26,179.0,340620.0,56,Mediocentro
909,Alber Moreno,34,22,0,1,1,22,175.0,201370.0,47,Mediocentro
910,Jannick Buyla,15,3,0,0,1,25,180.0,319440.0,50,Mediocentro
913,Rafa Llorente,35,31,8,3,3,21,186.0,184470.0,47,Extremo Izquierdo
914,Samu Corral,30,20,2,5,11,32,184.0,172450.0,52,Delantero Centro
915,Álvaro Vázquez,16,13,4,1,2,33,182.0,391890.0,53,Delantero Centro
